Year,Month,Day,Hours,Minutes,Seconds,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Penumbral Magnitude,Umbral Magnitude,Latitude,Longitude,Penumbral Eclipse Duration (m)
1569,8,26,13,12,21,136,-5323,111,5,0.5313,1.9111,0.8556,-6,162,342.9
1570,2,20,18,16,30,135,-5317,116,6,0.2981,2.3142,1.3078,7,90,331.4
1570,8,15,20,44,34,135,-5311,121,7,-0.2401,2.4165,1.4183,-11,50,335.4
1571,2,10,2,4,37,135,-5305,126,1,1.0535,0.9582,-0.1079,12,-27,270.2
1571,8,5,10,59,42,134,-5299,131,5,-0.9591,1.0743,0.1215,-15,-163,251.3
1571,12,31,7,51,32,134,-5294,98,1,-1.2712,0.5767,-0.5249,21,-115,225.6
1572,6,25,20,49,39,134,-5288,103,5,0.8446,1.2872,0.3288,-22,49,271.9
1572,12,19,9,56,7,133,-5282,108,5,-0.5525,1.874,0.8148,23,-148,334.8
1573,6,15,9,34,0,133,-5276,113,8,0.0964,2.6854,1.677,-23,-143,345.9
1573,12,8,19,16,17,133,-5270,118,8,0.162,2.5617,1.5597,24,71,330.8
1574,6,4,15,9,13,132,-5264,123,5,-0.6977,1.6068,0.5492,-24,133,330.8
1574,11,28,9,55,43,132,-5258,128,5,0.8213,1.3363,0.3655,24,-150,271.1
1575,4,25,1,6,6,132,-5253,95,1,1.3873,0.3425,-0.7173,-15,-16,173.8
1575,5,24,15,51,37,132,-5252,133,1,-1.4542,0.2241,-0.8444,-24,122,144.3
1575,10,19,14,2,17,132,-5247,100,1,-1.2107,0.638,-0.3652,12,147,211.4
1575,11,18,1,25,13,131,-5246,138,1,1.4936,0.1097,-0.8751,23,-24,89.6
1576,4,13,7,11,16,131,-5241,105,5,0.5865,1.7871,0.7763,-12,-108,319.2
1576,10,7,22,35,11,131,-5235,110,5,-0.5385,1.8987,0.8417,9,18,338.9
1577,4,2,20,8,13,131,-5229,115,7,-0.1719,2.5248,1.5598,-9,59,321.7
1577,9,27,0,16,7,130,-5223,120,8,0.1781,2.576,1.4869,5,-7,374.4
1578,3,23,12,35,23,130,-5217,125,5,-0.8738,1.2318,0.277,-6,172,262.7
1578,9,16,0,21,28,130,-5211,130,5,0.8897,1.2613,0.1901,2,-7,305.2
1579,2,11,16,8,35,129,-5206,97,1,1.1054,0.8424,-0.1828,12,122,244.2
1579,8,6,19,37,41,129,-5200,102,1,-1.1029,0.8248,-0.1564,-15,68,234.1
1580,1,31,21,43,39,129,-5194,107,6,0.4311,2.1083,1.0264,15,39,355.8
1580,7,26,11,9,58,129,-5188,112,6,-0.3387,2.2089,1.2635,-17,-166,310.3
1581,1,19,21,24,57,128,-5182,117,7,-0.2589,2.4347,1.332,18,43,373.6
1581,7,16,4,13,15,128,-5176,122,6,0.3965,2.1064,1.1541,-19,-62,310.7
1582,1,8,22,14,15,128,-5170,127,5,-0.9304,1.1866,0.1155,20,30,293.5
1582,6,6,7,29,32,128,-5165,94,1,-1.483,0.1491,-0.8754,-25,-112,112.5
1582,7,5,18,8,0,127,-5164,132,1,1.1903,0.6722,-0.3245,-20,89,219.8
1582,12,9,17,45,8,127,-5159,99,1,1.1977,0.6544,-0.334,24,93,208.5
1583,1,8,5,55,4,127,-5158,137,1,-1.5513,0.0186,-0.9958,21,-87,38.4
1583,6,5,11,12,22,127,-5153,104,5,-0.7655,1.4867,0.4203,-23,-168,325.9
1583,11,29,9,8,53,127,-5147,109,5,0.5191,1.89,0.9208,22,-140,301
1584,5,24,11,45,10,126,-5141,114,7,-0.0065,2.878,1.8145,-21,-177,370.9
1584,11,18,0,4,27,126,-5135,119,7,-0.1567,2.5683,1.5727,19,-4,329.3
1585,5,13,16,27,7,126,-5129,124,5,0.7477,1.4955,0.4765,-18,113,307.1
1585,11,7,10,1,47,126,-5123,129,5,-0.8965,1.2379,0.1885,16,-154,291.8
1586,4,3,19,49,8,125,-5118,96,1,-1.1405,0.7445,-0.2146,-7,64,216.4
1586,5,3,4,16,35,125,-5117,134,1,1.4373,0.2049,-0.7639,-14,-64,121.9
1586,9,27,19,14,33,125,-5112,101,1,1.3306,0.4604,-0.627,3,69,203.8
1587,3,24,12,19,48,125,-5106,106,6,-0.4456,2.0211,1.0591,-2,177,307.1
1587,9,16,20,25,5,125,-5100,111,5,0.5857,1.8114,0.7555,-2,53,337.3
1588,3,13,2,23,35,124,-5094,116,8,0.2698,2.3661,1.3596,3,-33,333.5
1588,9,5,4,15,59,124,-5088,121,7,-0.1818,2.5231,1.5254,-7,-64,336
1589,3,2,9,56,49,124,-5082,126,1,1.0319,0.9978,-0.0681,8,-145,275.3
1589,8,25,18,40,24,124,-5076,131,5,-0.8969,1.1887,0.2352,-12,81,260.7
1590,1,20,15,53,21,123,-5071,98,1,-1.2783,0.5624,-0.537,19,125,222.7
1590,7,17,4,9,55,123,-5065,103,5,0.9206,1.1493,0.1879,-20,-61,261.7
1591,1,9,18,19,22,123,-5059,108,5,-0.5552,1.8674,0.8116,22,88,333.3
1591,7,6,16,29,29,123,-5053,113,8,0.1776,2.5381,1.526,-23,114,345.9
1591,12,30,4,0,35,122,-5047,118,8,0.1588,2.5665,1.5668,23,-59,329.8
1592,6,24,21,40,12,122,-5041,123,5,-0.6135,1.762,0.7029,-24,36,340.7
1592,12,18,18,46,58,122,-5035,128,5,0.816,1.346,0.3749,24,78,271.7
1593,5,15,7,55,13,122,-5030,95,1,1.4548,0.2162,-0.8388,-18,-119,139.2
1593,6,13,22,19,51,122,-5029,133,1,-1.3703,0.377,-0.6895,-25,25,184.3
1593,11,8,22,22,2,121,-5024,100,1,-1.2329,0.6,-0.4086,16,22,206.6
1593,12,8,10,8,29,121,-5023,138,1,1.4899,0.118,-0.8701,24,-154,93.1
1594,5,4,14,32,42,121,-5018,105,5,0.6461,1.6748,0.6699,-15,142,311.9
1594,10,29,6,23,44,121,-5012,110,5,-0.5687,1.8462,0.7833,13,-99,337.9
1595,4,24,3,56,44,121,-5006,115,7,-0.1184,2.6206,1.6602,-13,-59,321.7
1595,10,18,7,40,6,121,-5000,120,8,0.1391,2.6497,1.5567,10,-118,376
1596,4,12,20,35,30,120,-4994,125,5,-0.8278,1.3151,0.3623,-10,51,268.9
1596,10,6,7,45,10,120,-4988,130,5,0.8436,1.3466,0.2743,6,-119,311.8
1597,3,4,0,16,53,120,-4983,97,1,1.1329,0.7921,-0.2335,7,0,238.7
1597,8,27,3,8,44,120,-4977,102,1,-1.1604,0.7189,-0.2616,-11,-46,220.3
1597,9,25,13,40,53,120,-4976,140,1,1.5117,0.0922,-0.9238,2,152,86.7
1598,2,21,5,35,27,119,-4971,107,5,0.4537,2.0666,0.9851,11,-80,355
1598,8,16,18,47,58,119,-4965,112,6,-0.404,2.0897,1.1432,-14,80,306.8
1599,2,10,5,14,35,119,-4959,117,7,-0.241,2.4661,1.3663,14,-74,373.8
1599,8,6,11,42,6,119,-4953,122,6,0.3272,2.2353,1.2794,-17,-174,315.1
1600,1,30,6,25,29,118,-4947,127,5,-0.9183,1.2067,0.1399,17,-93,294.2
1600,7,26,1,13,18,118,-4941,132,1,1.12,0.8035,-0.1978,-18,-17,238.3
1600,12,20,2,31,54,117,-4936,99,1,1.1989,0.6515,-0.3356,25,-38,207.6
1601,1,18,14,32,25,117,-4935,137,1,-1.5425,0.0329,-0.9777,19,145,50.9
1601,6,15,17,39,34,117,-4930,104,5,-0.8517,1.3287,0.2621,-24,96,314.1
1601,12,9,17,58,33,116,-4924,109,5,0.5249,1.88,0.9092,23,89,300.8
1602,6,4,18,18,12,116,-4918,114,7,-0.0895,2.7239,1.664,-23,85,369.2
1602,11,29,8,40,26,115,-4912,119,7,-0.1482,2.586,1.5861,21,-132,330.7
1603,5,24,23,30,55,115,-4906,124,5,0.6737,1.6287,0.615,-20,7,313.9
1603,11,18,18,10,30,114,-4900,129,5,-0.8837,1.2641,0.2093,18,84,295.3
1604,4,14,3,47,6,114,-4895,96,1,-1.1848,0.6613,-0.2938,-11,-57,205.2
1604,5,13,11,49,46,114,-4894,134,1,1.3732,0.3201,-0.6441,-17,-178,150.2
1604,10,8,2,29,43,113,-4889,101,1,1.3742,0.3821,-0.7084,7,-40,187.1
1605,4,3,20,27,2,113,-4883,106,5,-0.4858,1.9467,0.9861,-6,54,304.8
1605,9,27,3,46,2,112,-4877,111,5,0.6341,1.7229,0.6666,2,-58,331.8
1606,3,24,10,23,18,112,-4871,116,8,0.2363,2.4276,1.4211,-1,-154,335.8
1606,9,16,11,55,21,111,-4865,121,7,-0.1295,2.6189,1.6216,-3,-180,336
1607,3,13,17,38,53,111,-4859,126,4,1.0028,1.051,-0.0145,4,98,281.6
1607,9,6,2,28,42,110,-4853,131,5,-0.8407,1.2923,0.3378,-8,-37,268.3
1608,1,31,23,50,22,110,-4848,98,1,-1.2894,0.5405,-0.5558,16,6,218.3
1608,7,27,11,33,2,109,-4842,103,5,0.9936,1.0172,0.052,-18,-172,250.7
1608,8,25,19,20,7,109,-4841,141,2,-1.5413,0.0062,-0.9471,-12,71,21.1
1609,1,20,2,39,41,108,-4836,108,5,-0.5607,1.8552,0.8034,20,-37,331.4
1609,7,16,23,25,49,108,-4830,113,8,0.257,2.3945,1.3783,-21,10,345
1610,1,9,12,44,36,107,-4824,118,8,0.1549,2.5721,1.5752,22,171,328.8
1610,7,6,4,8,3,107,-4818,123,5,-0.5273,1.9212,0.86,-23,-61,349.4
1610,12,30,3,39,54,106,-4812,128,5,0.8124,1.3526,0.3817,24,-54,272.1
1611,5,26,14,38,2,106,-4807,95,3,1.527,0.0816,-0.969,-20,140,86.2
1611,6,25,4,45,8,105,-4806,133,1,-1.2836,0.5352,-0.5295,-25,-71,216
1611,11,20,6,48,14,105,-4801,100,1,-1.2493,0.5724,-0.4411,19,-105,203.1
1611,12,19,18,54,22,105,-4800,138,1,1.4891,0.1208,-0.87,25,76,94.4
1612,5,14,21,48,17,104,-4795,105,5,0.7111,1.5527,0.5534,-18,33,303.4
1612,11,8,14,19,56,104,-4789,110,5,-0.5915,1.8071,0.7387,16,142,337.3
1613,5,4,11,39,3,103,-4783,115,7,-0.0593,2.7271,1.7709,-16,-175,321.4
1613,10,28,15,11,40,102,-4777,120,8,0.1064,2.7115,1.6149,13,128,377.2
1614,4,24,4,28,48,102,-4771,125,5,-0.7766,1.4083,0.4573,-14,-68,275.4
1614,10,17,15,18,17,101,-4765,130,5,0.8043,1.4191,0.3458,10,127,316.8
1615,3,15,8,16,13,101,-4760,97,1,1.1667,0.73,-0.2956,3,-121,231.4
1615,4,13,19,38,31,100,-4759,135,2,-1.5327,0.0399,-0.9488,-10,65,55.6
1615,9,7,10,47,18,100,-4754,102,1,-1.2123,0.6234,-0.3568,-7,-161,206.5
1615,10,6,21,30,17,100,-4753,140,1,1.4676,0.173,-0.8429,6,34,117.5
1616,3,3,13,19,28,99,-4748,107,5,0.482,2.0142,0.9335,7,164,353.5
1616,8,27,2,31,49,99,-4742,112,6,-0.4643,1.9799,1.0318,-10,-37,303.1
1617,2,20,12,58,54,98,-4736,117,7,-0.2185,2.5056,1.4091,11,169,373.9
1617,8,16,19,15,10,97,-4730,122,8,0.2621,2.3568,1.397,-13,72,318.8
1618,2,9,14,33,24,97,-4724,127,5,-0.9027,1.2327,0.1709,14,145,295.4
1618,8,6,8,19,44,96,-4718,132,1,1.0513,0.9321,-0.0743,-16,-124,254.4
1618,12,31,11,19,57,95,-4713,99,1,1.1997,0.6492,-0.3361,24,-168,206.8
1619,1,29,23,7,9,95,-4712,137,1,-1.5311,0.0518,-0.9547,16,17,63.5
1619,6,27,0,4,48,95,-4707,104,5,-0.9389,1.169,0.1017,-24,0,300.2
1619,12,21,2,49,28,94,-4701,109,5,0.5298,1.8716,0.8997,24,-42,300.7
1620,6,15,0,50,49,93,-4695,114,7,-0.1735,2.5683,1.5114,-24,-12,366.5
1620,12,9,17,19,13,93,-4689,119,7,-0.1423,2.5987,1.5951,23,99,332
1621,6,4,6,32,45,92,-4683,124,5,0.597,1.767,0.7582,-22,-98,319.9
1621,11,29,2,23,1,91,-4677,129,5,-0.8746,1.2832,0.2237,21,-38,298.1
1622,4,25,11,37,48,91,-4672,96,1,-1.2352,0.5669,-0.3845,-14,-175,191.4
1622,5,24,19,18,16,90,-4671,134,1,1.3046,0.444,-0.5161,-20,70,174.3
1622,10,19,9,54,38,90,-4666,101,1,1.4097,0.3184,-0.775,11,-152,171.9
1623,4,15,4,23,33,89,-4660,106,5,-0.5345,1.8566,0.8972,-10,-66,301.6
1623,10,8,11,18,42,88,-4654,111,5,0.6734,1.6508,0.5941,6,-173,326.8
1624,4,3,18,12,8,88,-4648,116,8,0.1945,2.5044,1.4977,-5,88,338.1
1624,9,26,19,44,24,87,-4642,121,7,-0.0845,2.7014,1.7042,2,62,335.6
1625,3,24,1,11,28,86,-4636,126,5,0.9665,1.1171,0.0524,-1,-16,289
1625,9,16,10,24,16,86,-4630,131,5,-0.7904,1.3855,0.4295,-3,-157,274.6
1626,2,11,7,43,56,85,-4625,98,1,-1.3035,0.5128,-0.5797,13,-112,212.7
1626,8,7,18,56,24,84,-4619,103,1,1.0655,0.8874,-0.082,-15,77,238.2
1626,9,6,3,5,57,84,-4618,141,1,-1.4897,0.1028,-0.8544,-8,-46,85.7
1627,1,31,10,59,17,84,-4613,108,5,-0.5675,1.8404,0.7932,17,-161,329.4
1627,7,28,6,21,40,83,-4607,113,6,0.3356,2.2527,1.2317,-19,-94,343.3
1628,1,20,21,27,26,82,-4601,118,8,0.1499,2.5798,1.5861,20,41,327.9
1628,7,16,10,36,57,81,-4595,123,6,-0.4424,2.0783,1.0147,-22,-158,356.8
1629,1,9,12,32,47,81,-4589,128,5,0.8092,1.3582,0.3877,23,174,272.4
1629,7,5,11,11,37,80,-4583,133,1,-1.1969,0.6937,-0.3696,-24,-167,241.7
1629,11,30,15,17,32,79,-4578,100,1,-1.2625,0.5505,-0.4676,21,129,200.4
1629,12,30,3,40,31,79,-4577,138,1,1.4892,0.1219,-0.8713,25,-54,95
1630,5,26,5,1,22,79,-4572,105,5,0.7788,1.4259,0.4318,-20,-76,293.7
1630,11,19,22,20,56,78,-4566,110,5,-0.61,1.7757,0.7024,19,22,336.9
1631,5,15,19,15,41,77,-4560,115,8,0.0052,2.8245,1.8721,-19,70,320.7
1631,11,8,22,51,38,76,-4554,120,8,0.0805,2.7605,1.6608,17,13,378.1
1632,5,4,12,15,5,76,-4548,125,5,-0.7196,1.5122,0.5625,-17,175,282.1
1632,10,27,23,0,32,75,-4542,130,5,0.7718,1.479,0.4051,14,11,320.5
1633,3,25,16,5,28,74,-4537,97,1,1.208,0.6543,-0.3715,-1,121,221.4
1633,4,24,3,17,46,74,-4536,135,1,-1.4852,0.1271,-0.8619,-14,-50,98.9
1633,9,17,18,34,53,74,-4531,102,1,-1.2576,0.5404,-0.4399,-3,81,193.3
1633,10,17,5,29,19,73,-4530,140,1,1.4306,0.2407,-0.775,11,-86,137.3
1634,3,14,20,53,1,73,-4525,107,5,0.5184,1.9468,0.8674,3,50,351.1
1634,9,7,10,21,50,72,-4519,112,5,-0.5196,1.8794,0.9293,-7,-155,299.3
1635,3,3,20,34,50,71,-4513,117,7,-0.1889,2.558,1.4653,7,55,374.1
1635,8,28,2,53,1,71,-4507,122,8,0.2013,2.4706,1.5064,-10,-43,321.9
1636,2,20,22,34,50,70,-4501,127,5,-0.881,1.2699,0.2135,10,25,297.3
1636,8,16,15,29,55,69,-4495,132,5,0.9861,1.0545,0.0426,-13,128,268.4
1637,1,10,20,8,48,68,-4490,99,1,1.2007,0.6462,-0.3369,23,61,205.9
1637,2,9,7,38,45,68,-4489,137,1,-1.5164,0.0763,-0.9256,13,-111,76.7
1637,7,7,6,28,9,68,-4484,104,4,-1.027,1.0079,-0.0604,-24,-96,283.9
1637,12,31,11,42,25,67,-4478,109,5,0.5331,1.866,0.8934,24,-174,300.7
1638,6,26,7,21,47,66,-4472,114,7,-0.2595,2.4091,1.3548,-24,-110,362.6
1638,12,21,2,0,39,66,-4466,119,7,-0.1393,2.6058,1.5989,23,-30,333.3
1639,6,15,13,32,42,65,-4460,124,5,0.5176,1.9103,0.9059,-23,157,325
1639,12,10,10,39,50,64,-4454,129,5,-0.8695,1.2946,0.2308,22,-161,300.1
1640,5,5,19,23,35,63,-4449,96,1,-1.2899,0.4649,-0.4833,-18,68,174.8
1640,6,4,2,45,5,63,-4448,134,1,1.234,0.5718,-0.3848,-21,-42,194.8
1640,10,29,17,27,12,63,-4443,101,1,1.439,0.2657,-0.8301,15,94,157.8
1641,4,25,12,14,36,62,-4437,106,5,-0.5876,1.7588,0.8003,-14,176,297.8
1641,10,18,19,0,25,61,-4431,111,5,0.7062,1.5909,0.534,11,71,322.2
1642,4,15,1,52,19,60,-4425,116,8,0.1463,2.593,1.586,-10,-28,340.4
1642,10,8,3,42,19,60,-4419,121,7,-0.0462,2.7719,1.7746,6,-58,335
1643,4,4,8,33,34,59,-4413,126,5,0.9222,1.1982,0.1341,-5,-127,297.3
1643,9,27,18,28,14,58,-4407,131,5,-0.7468,1.4663,0.5085,1,81,279.6
1644,2,22,15,29,27,58,-4402,98,1,-1.324,0.473,-0.6153,9,131,204.5
1644,8,18,2,25,18,57,-4396,103,1,1.1319,0.7679,-0.2062,-12,-36,225.2
1644,9,16,10,59,45,57,-4395,141,1,-1.4448,0.1873,-0.7742,-4,-166,115
1645,2,10,19,13,47,56,-4390,108,5,-0.5789,1.8168,0.7748,13,75,326.8
1645,8,7,13,19,26,55,-4384,113,6,0.4115,2.116,1.0899,-16,162,340.8
1646,1,31,6,7,4,55,-4378,118,8,0.1417,2.5929,1.603,17,-88,327
1646,7,27,17,6,36,54,-4372,123,6,-0.3586,2.2335,1.1671,-19,105,362.8
1647,1,20,21,23,9,53,-4366,128,5,0.8039,1.3674,0.3979,21,43,273
1647,7,16,17,39,13,53,-4360,133,1,-1.11,0.8527,-0.2097,-22,97,263.3
1647,12,11,23,51,13,52,-4355,100,1,-1.2717,0.5357,-0.4864,22,1,198.7
1648,1,10,12,26,15,52,-4354,138,1,1.4897,0.1219,-0.873,23,176,95.3
1648,6,5,12,11,39,51,-4349,105,5,0.8497,1.2935,0.3041,-22,177,282.8
1648,11,30,6,26,42,51,-4343,110,5,-0.6238,1.7525,0.6748,21,-99,336.9
1649,5,26,2,48,36,50,-4337,115,8,0.0732,2.6981,1.7489,-21,-43,319.6
1649,11,19,6,38,54,49,-4331,120,8,0.0608,2.798,1.6957,20,-103,378.6
1650,5,15,19,54,19,48,-4325,125,5,-0.657,1.6265,0.6778,-20,60,288.8
1650,11,8,6,52,25,48,-4319,130,5,0.7464,1.5257,0.4515,17,-107,323.1
1651,4,5,23,45,28,47,-4314,97,1,1.2558,0.5668,-0.4593,-5,5,208.5
1651,5,5,10,48,41,47,-4313,135,1,-1.4321,0.2249,-0.7647,-18,-163,130.8
1651,9,29,2,31,7,46,-4308,102,1,-1.2966,0.4689,-0.5117,1,-39,180.8
1651,10,28,13,37,37,46,-4307,140,1,1.4003,0.2963,-0.7192,14,151,151.1
1652,3,25,4,17,30,46,-4302,107,5,0.5617,1.8667,0.7887,-2,-62,347.9
1652,9,17,18,19,29,45,-4296,112,5,-0.5687,1.7906,0.8381,-2,84,295.6
1653,3,14,4,4,31,44,-4290,117,7,-0.1537,2.6205,1.532,2,-59,374.1
1653,9,7,10,35,26,44,-4284,122,8,0.1448,2.5766,1.6076,-6,-159,324.4
1654,3,3,6,31,30,43,-4278,127,5,-0.8544,1.3156,0.265,6,-95,299.8
1654,8,27,22,44,1,42,-4272,132,5,0.9246,1.1704,0.1526,-9,19,280.5
1655,1,22,4,54,43,42,-4267,99,1,1.2045,0.6379,-0.3425,21,-70,204.3
1655,2,20,16,3,56,42,-4266,137,1,-1.4962,0.1109,-0.886,9,122,91.8
1655,7,18,12,53,9,41,-4261,104,1,-1.1131,0.8506,-0.2192,-22,169,265.4
1656,1,11,20,33,34,40,-4255,109,5,0.538,1.8571,0.8843,22,54,300.5
1656,7,6,13,55,39,40,-4249,114,6,-0.3437,2.2535,1.2014,-23,152,357.6
1656,12,31,10,41,2,39,-4243,119,7,-0.1359,2.6134,1.6037,23,-159,334.5
1657,6,25,20,33,50,38,-4237,124,6,0.438,2.0545,1.054,-23,52,329.1
1657,12,20,18,58,0,38,-4231,129,5,-0.8661,1.3026,0.2353,23,75,301.9
1658,5,17,3,1,54,37,-4226,96,1,-1.351,0.3513,-0.5941,-21,-47,153.4
1658,6,15,10,8,0,37,-4225,134,1,1.1593,0.7073,-0.2463,-22,-152,213.1
1658,11,10,1,9,24,37,-4220,101,1,1.4609,0.2267,-0.8712,18,-21,146.2
1658,12,9,20,10,47,37,-4219,139,1,-1.5784,0.0141,-1.0897,22,56,37.2
1659,5,6,19,56,13,36,-4214,106,5,-0.6484,1.647,0.689,-17,60,292.8
1659,10,30,2,52,52,35,-4208,111,5,0.731,1.5454,0.4885,14,-47,318.4
1660,4,25,9,22,1,35,-4202,116,8,0.0901,2.6965,1.689,-13,-141,342.5
1660,10,18,11,50,8,34,-4196,121,7,-0.0151,2.8289,1.8316,10,179,334.2
1661,4,14,15,46,19,34,-4190,126,5,0.8708,1.2919,0.2286,-9,124,306.2
1661,10,8,2,39,3,33,-4184,131,5,-0.7089,1.537,0.5771,5,-43,283.7
1662,3,4,23,10,9,32,-4179,98,1,-1.3487,0.4254,-0.6581,5,15,194.3
1662,8,29,9,57,1,32,-4173,103,1,1.1951,0.6546,-0.3247,-8,-149,211.1
1662,9,27,18,59,20,32,-4172,141,1,-1.4052,0.2625,-0.7037,1,73,135.6
1663,2,22,3,23,34,31,-4167,108,5,-0.595,1.7845,0.7481,10,-47,323.8
1663,8,18,20,20,8,31,-4161,113,5,0.484,1.9858,0.9543,-13,56,337.6
1664,2,11,14,43,15,30,-4155,118,8,0.1303,2.6117,1.6258,14,143,326.1
1664,8,6,23,40,4,29,-4149,123,6,-0.2779,2.383,1.3135,-17,6,367.6
1665,1,31,6,10,20,29,-4143,128,5,0.7963,1.3807,0.4124,18,-89,273.9
1665,7,27,0,11,35,28,-4137,133,4,-1.026,1.0063,-0.0554,-20,-1,281
1665,12,22,8,25,41,28,-4132,100,1,-1.2796,0.523,-0.5028,22,-126,197.3
1666,1,20,21,9,12,28,-4131,138,1,1.4886,0.1246,-0.8717,21,46,96.6
1666,6,16,19,20,41,27,-4126,105,5,0.9222,1.1584,0.1732,-23,70,270.5
1666,12,11,14,35,36,27,-4120,110,5,-0.6344,1.735,0.6536,23,140,337
1667,6,6,10,18,29,26,-4114,115,8,0.1438,2.5671,1.6205,-23,-155,317.8
1667,11,30,14,31,26,26,-4108,120,8,0.0455,2.8269,1.7228,22,140,379
1668,5,26,3,28,47,25,-4102,125,5,-0.5909,1.7477,0.7993,-22,-53,295.2
1668,11,18,14,52,18,25,-4096,130,5,0.7274,1.5606,0.4865,20,133,324.6
1669,4,16,7,15,32,24,-4091,97,1,1.3108,0.466,-0.5604,-9,-108,191.5
1669,5,15,18,11,57,24,-4090,135,1,-1.3734,0.3332,-0.6575,-20,86,158.2
1669,10,9,10,35,58,24,-4085,102,1,-1.3293,0.4092,-0.5719,5,-161,169.5
1669,11,7,21,54,8,23,-4084,140,1,1.376,0.3406,-0.6745,18,27,160.9
1670,4,5,11,31,33,23,-4079,107,5,0.6128,1.772,0.6956,-6,-172,343.4
1670,9,29,2,24,55,23,-4073,112,5,-0.6114,1.7135,0.7583,2,-38,292.2
1671,3,25,11,23,35,22,-4067,117,7,-0.1095,2.6993,1.6154,-2,-169,374
1671,9,18,18,25,15,22,-4061,122,8,0.0951,2.6705,1.6963,-2,82,326.5
1672,3,13,14,20,48,21,-4055,127,5,-0.821,1.3738,0.3293,2,147,303
1672,9,7,6,3,27,21,-4049,132,5,0.8681,1.277,0.2531,-5,-92,291
1673,2,1,13,38,12,20,-4044,99,1,1.2108,0.6248,-0.3525,18,160,202
1673,3,3,0,24,2,20,-4043,137,1,-1.4715,0.1536,-0.8381,5,-4,107.2
1673,7,28,19,20,13,20,-4038,104,1,-1.1971,0.6975,-0.374,-20,72,244.2
1674,1,22,5,23,56,19,-4032,109,5,0.5433,1.8472,0.8745,20,-78,300.4
1674,7,17,20,30,10,19,-4026,114,6,-0.428,2.098,1.0478,-21,54,351.6
1675,1,11,19,21,44,18,-4020,119,7,-0.1334,2.6192,1.6073,22,72,335.7
1675,7,7,3,36,11,18,-4014,124,6,0.3582,2.1991,1.202,-22,-53,332.3
1676,1,1,3,16,18,18,-4008,129,5,-0.8634,1.3091,0.2389,22,-48,303.4
1676,5,27,10,37,28,17,-4003,96,1,-1.4146,0.2337,-0.7095,-23,-160,126.3
1676,6,25,17,32,6,17,-4002,134,1,1.0849,0.8427,-0.1086,-22,97,228.9
1676,11,20,8,58,24,17,-3997,101,1,1.4777,0.1967,-0.9028,21,-138,136.5
1676,12,20,4,11,44,17,-3996,139,1,-1.571,0.0285,-1.0768,22,-63,52.9
1677,5,17,3,32,58,16,-3991,106,5,-0.7127,1.529,0.571,-20,-54,286.8
1677,11,9,10,52,40,16,-3985,111,5,0.7504,1.5096,0.4529,18,-167,315.1
1678,5,6,16,44,20,16,-3979,116,8,0.0285,2.8099,1.8015,-17,108,344.3
1678,10,29,20,6,20,15,-3973,121,8,0.0093,2.8395,1.8422,14,54,333.2
1679,4,25,22,48,29,15,-3967,126,5,0.8115,1.4006,0.3379,-13,18,315.6
1679,10,19,10,58,53,14,-3961,131,5,-0.6784,1.594,0.6321,9,-168,286.9
1680,3,15,6,41,52,14,-3956,98,1,-1.3804,0.3645,-0.7139,1,-99,180.3
1680,4,13,23,18,0,14,-3955,136,2,1.5494,0.056,-1.0254,-8,11,73.6
1680,9,8,17,35,19,14,-3950,103,1,1.2521,0.5527,-0.432,-4,95,196.8
1680,10,8,3,6,25,14,-3949,141,1,-1.3719,0.3258,-0.645,5,-49,150.6
1681,3,4,11,26,33,13,-3944,108,5,-0.6173,1.7406,0.7101,6,-169,320.1
1681,8,29,3,25,58,13,-3938,113,5,0.5511,1.8655,0.8282,-9,-51,334
1682,2,21,23,13,12,13,-3932,118,8,0.1132,2.6408,1.6594,10,15,325.3
1682,8,18,6,17,12,13,-3926,123,7,-0.2006,2.5267,1.4538,-13,-93,371.2
1683,2,11,14,52,35,12,-3920,128,5,0.7848,1.4011,0.4345,15,141,275.2
1683,8,7,6,48,53,12,-3914,133,5,-0.9452,1.1546,0.0931,-17,-101,295.7
1684,1,2,17,0,34,12,-3909,100,1,-1.2865,0.5119,-0.5169,22,106,196.1
1684,2,1,5,47,50,12,-3908,138,1,1.4849,0.1319,-0.8653,19,-83,99.6
1684,6,27,2,30,11,11,-3903,105,5,0.9948,1.0233,0.0416,-22,-37,257
1684,12,21,22,47,25,11,-3897,110,5,-0.6415,1.7234,0.6389,23,18,337.4
1685,6,16,17,45,43,11,-3891,115,8,0.2172,2.4314,1.4869,-23,94,315.4
1685,12,10,22,29,22,11,-3885,120,8,0.0346,2.8476,1.7422,23,21,379.1
1686,6,6,10,58,28,10,-3879,125,5,-0.5211,1.8759,0.9273,-23,-165,301.3
1686,11,29,22,59,47,10,-3873,130,5,0.7134,1.586,0.5126,22,12,325.4
1687,4,27,14,36,0,10,-3868,97,1,1.3727,0.3527,-0.6741,-13,141,169
1687,5,27,1,28,13,10,-3867,135,1,-1.3095,0.4512,-0.541,-23,-23,182.7
1687,10,20,18,50,3,10,-3862,102,1,-1.3555,0.3615,-0.6201,9,74,159.6
1687,11,19,6,18,50,10,-3861,140,1,1.3575,0.3742,-0.6401,21,-99,167.6
1688,4,15,18,37,21,10,-3856,107,5,0.6703,1.6657,0.5908,-10,81,337.7
