Year,Month,Day,Hour,Minute,Second,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth
436,2,3,9,8,51,6311,-19343,86,1,-0.2341,0.9331,-29.8,76.4,76,347
436,7,29,20,7,35,6306,-19337,91,14,0.2842,1.0409,35.1,-91.5,73,190
437,1,22,13,4,52,6301,-19331,96,1,-0.9216,0.9662,-81.8,80.8,22,290
437,7,19,6,47,24,6296,-19325,101,11,1.0873,0.8256,68.3,-90.1,0,346
437,12,13,13,10,27,6293,-19320,68,11,1.1533,0.7193,65.1,28.6,0,199
438,6,8,19,25,47,6288,-19314,73,1,-0.9558,0.9388,-48.9,-70.3,17,345
438,12,3,4,50,38,6283,-19308,78,14,0.4982,1.0357,6.7,138.5,60,192
439,5,28,21,21,24,6278,-19302,83,1,-0.1728,0.975,12.2,-113,80,345
439,11,22,17,48,16,6273,-19296,88,1,-0.187,0.9916,-31.1,-67.3,79,19
440,5,17,5,49,32,6268,-19290,93,14,0.603,1.0253,53.8,97.6,53,149
440,11,11,0,7,1,6264,-19284,98,1,-0.9205,0.9309,-69.7,127.6,23,81
441,4,7,13,29,51,6260,-19279,65,11,-1.2093,0.6182,-61.1,80.4,0,285
441,5,6,20,39,42,6259,-19278,103,11,1.3114,0.4208,62.3,129.2,0,51
441,10,1,5,43,30,6255,-19273,70,11,1.4003,0.2818,60.9,-159,0,263
442,3,28,5,50,14,6250,-19267,75,14,-0.5107,1.044,-23.5,135.4,59,328
442,9,20,9,16,50,6245,-19261,80,1,0.6424,0.9751,35,87.6,50,216
443,3,17,17,33,56,6241,-19255,85,1,0.2358,0.9887,11,-62,76,150
443,9,9,20,16,39,6236,-19249,90,14,-0.1104,1.0368,-0.5,-102.1,84,29
444,3,5,21,53,9,6231,-19243,95,3,1.0045,0.9513,60.8,160.3,0,101
444,8,29,12,10,31,6226,-19237,100,14,-0.8127,1.059,-38.6,-5.5,35,36
445,1,24,4,24,13,6222,-19232,67,11,-1.263,0.5126,-62.7,-84.5,0,225
445,7,20,19,17,0,6217,-19226,72,11,1.0629,0.8841,63.3,56.1,0,322
446,1,13,10,20,25,6213,-19220,77,1,-0.5105,0.9884,-50.6,66.9,59,336
446,7,10,4,0,55,6208,-19214,82,1,0.326,0.9745,41.1,151.9,71,196
447,1,2,23,0,54,6203,-19208,87,14,0.1969,1.0373,-11.8,-139.5,79,169
447,6,29,6,5,57,6198,-19202,92,1,-0.4449,0.9469,-2.7,110.4,64,8
447,12,23,14,42,21,6193,-19196,97,14,0.8603,1.0355,35.6,-21.3,30,172
448,6,17,7,12,15,6189,-19190,102,11,-1.1908,0.6385,-66.1,87,0,9
448,11,12,15,3,8,6185,-19185,69,11,-1.2465,0.5416,-69.4,-175.6,0,154
449,5,8,5,2,39,6180,-19179,74,14,0.7391,1.0374,63.7,110.5,42,157
449,11,1,19,17,57,6175,-19173,79,1,-0.5925,0.928,-50.6,-99,53,19
450,4,27,20,55,28,6170,-19167,84,14,-0.0211,1.0765,13.2,-109,89,346
450,10,21,18,37,15,6165,-19161,89,1,0.094,0.9238,-6.2,-75.7,85,195
451,4,17,13,50,39,6161,-19155,94,14,-0.7582,1.0545,-36.8,12.3,40,341
451,10,10,20,27,2,6156,-19149,99,1,0.785,0.9551,42.2,-86.3,38,203
452,3,7,14,42,20,6152,-19144,66,11,1.2019,0.6192,71.8,-87.9,0,105
452,8,30,19,36,11,6147,-19138,71,11,-1.2202,0.5944,-71.3,-152.3,0,62
452,9,29,5,36,43,6146,-19137,109,11,1.4369,0.1938,71.8,-160.1,0,260
453,2,24,17,4,40,6142,-19132,76,1,0.507,0.9305,20.6,-55.6,59,163
453,8,20,12,7,55,6137,-19126,81,14,-0.5045,1.0656,-17.2,16.3,60,15
454,2,13,16,47,54,6133,-19120,86,1,-0.2063,0.9375,-24.5,-39,78,345
454,8,10,3,39,7,6128,-19114,91,14,0.2243,1.0355,28.5,154.6,77,193
455,2,2,21,14,29,6123,-19108,96,1,-0.902,0.9723,-76.1,-59.9,25,307
455,7,30,13,47,1,6118,-19102,101,11,1.0212,0.9406,69.3,152.6,0,334
455,12,24,22,1,42,6114,-19097,68,11,1.1551,0.7163,66.2,-115.2,0,188
456,1,23,8,46,30,6113,-19096,106,12,-1.5332,0.0112,-69,-126.5,0,203
456,6,19,1,47,0,6109,-19091,73,11,-1.0431,0.8887,-65.6,-166.1,0,346
456,12,13,13,41,28,6105,-19085,78,14,0.501,1.0342,6.3,4,60,188
457,6,8,4,1,10,6100,-19079,83,1,-0.2559,0.9779,8.5,146.9,75,350
457,12,3,2,22,23,6095,-19073,88,1,-0.1844,0.9882,-33,165.4,79,14
458,5,28,12,58,30,6090,-19067,93,14,0.525,1.0305,52,-3.7,58,157
458,11,22,8,16,28,6086,-19061,98,1,-0.9155,0.928,-73.8,1.2,23,84
459,4,18,21,12,31,6082,-19056,65,11,-1.2694,0.502,-61.5,-44.8,0,294
459,5,18,4,7,8,6081,-19055,103,11,1.2392,0.5603,63,7.4,0,42
459,10,12,13,23,10,6077,-19050,70,11,1.4248,0.2409,61.1,76.7,0,253
460,4,7,13,31,13,6072,-19044,75,14,-0.5691,1.0434,-23.2,19.7,55,330
460,9,30,17,11,26,6067,-19038,80,1,0.6702,0.9749,32.8,-32.4,48,215
461,3,28,0,59,22,6062,-19032,85,1,0.182,0.9885,12.6,-173.6,79,150
461,9,20,4,24,35,6058,-19026,90,14,-0.0755,1.0364,-3.1,135.2,86,29
462,3,17,5,4,2,6053,-19020,95,1,0.9555,0.9323,56.3,74.2,17,119
462,9,9,20,16,30,6048,-19014,100,14,-0.7709,1.0569,-38.5,-128.1,39,38
463,2,4,12,15,23,6044,-19009,67,11,-1.2813,0.4816,-62.1,147.9,0,234
463,8,1,2,36,42,6039,-19003,72,11,1.1318,0.7553,62.5,-63.8,0,313
463,8,30,12,11,41,6039,-19002,110,12,-1.4959,0.0774,-61.4,-51.2,0,71
464,1,24,18,42,5,6035,-18997,77,1,-0.5215,0.9935,-48,-55.9,58,331
464,7,20,10,47,29,6030,-18991,82,1,0.4042,0.9693,43.4,53.7,66,202
465,1,13,7,44,43,6025,-18985,87,14,0.1892,1.0407,-10.9,89.1,79,165
465,7,9,12,31,50,6020,-18979,92,1,-0.3603,0.9459,1.9,12.9,69,12
466,1,2,23,31,56,6015,-18973,97,14,0.8569,1.0357,35.2,-158.1,31,167
466,6,28,13,47,21,6011,-18967,102,11,-1.1058,0.787,-65.1,-22.7,0,19
466,11,23,23,29,39,6007,-18962,69,11,-1.2537,0.529,-68.3,45.2,0,166
467,5,19,12,19,15,6002,-18956,74,14,0.8094,1.0403,73.1,-2.2,36,156
467,11,13,3,18,2,5997,-18950,79,1,-0.6035,0.9248,-55.1,142.5,53,15
468,5,8,4,28,58,5992,-18944,84,17,0.0474,1.0789,20.2,135.7,87,170
468,11,1,2,27,24,5988,-18938,89,1,0.078,0.9227,-10.8,165.5,86,193
469,4,27,21,24,18,5983,-18932,94,14,-0.6958,1.0555,-28.7,-106.7,46,345
469,10,21,4,30,0,5978,-18926,99,1,0.7646,0.9559,36.9,148.4,40,199
470,3,18,22,8,44,5974,-18921,66,11,1.2523,0.5311,72,145.7,0,91
470,4,17,10,26,56,5973,-18920,104,12,-1.4981,0.0867,-71,103.9,0,305
470,9,11,3,39,39,5969,-18915,71,11,-1.2566,0.5255,-71.7,72.3,0,76
470,10,10,13,54,40,5968,-18914,109,11,1.4111,0.2412,71.5,60.6,0,246
471,3,8,0,19,40,5964,-18909,76,1,0.5522,0.9323,27.4,-167.8,56,160
471,8,31,20,7,11,5960,-18903,81,14,-0.5507,1.0611,-23.8,-107.1,56,18
472,2,25,0,16,40,5955,-18897,86,1,-0.1696,0.9424,-18.4,-152.8,80,343
472,8,20,11,17,31,5950,-18891,91,14,0.171,1.0296,21.8,38.5,80,195
473,2,13,5,16,16,5945,-18885,96,1,-0.8754,0.979,-69.5,168,29,317
473,8,9,20,51,51,5941,-18879,101,1,0.9601,0.9654,78.2,-19,16,272
474,1,4,6,50,38,5937,-18874,68,11,1.1589,0.7095,67.3,101.1,0,177
474,2,2,17,16,1,5936,-18873,106,11,-1.5145,0.0438,-69.9,93.1,0,215
474,6,30,8,10,5,5932,-18868,73,11,-1.1285,0.7425,-66.6,87,0,356
474,12,24,22,31,52,5927,-18862,78,14,0.5039,1.0332,6.7,-130.4,60,183
475,6,19,10,40,23,5922,-18856,83,1,-0.3401,0.9802,3.9,46.3,70,354
475,12,14,10,57,44,5918,-18850,88,1,-0.1835,0.9854,-34.1,38.2,79,9
476,6,7,20,6,49,5913,-18844,93,14,0.4457,1.035,49.1,-105.6,63,165
476,12,2,16,27,33,5908,-18838,98,1,-0.9125,0.9256,-78,-125.5,24,87
477,4,29,4,50,23,5904,-18833,65,11,-1.3332,0.3782,-62,-169,0,303
477,5,28,11,33,37,5903,-18832,103,11,1.166,0.7023,63.8,-114.4,0,33
477,10,22,21,11,13,5899,-18827,70,11,1.4426,0.2113,61.5,-49.8,0,244
478,4,18,21,6,5,5895,-18821,75,14,-0.632,1.0421,-23.9,-94.6,51,332
478,10,12,1,13,46,5890,-18815,80,1,0.6924,0.9748,30.7,-154.9,46,213
479,4,8,8,16,42,5885,-18809,85,4,0.1223,0.9881,13.8,77.2,83,152
479,10,1,12,40,26,5880,-18803,90,14,-0.0466,1.0358,-6,10.6,87,29
480,3,27,12,4,20,5876,-18797,95,1,0.898,0.9358,54.3,-23.7,26,124
480,9,20,4,31,2,5871,-18791,100,14,-0.7364,1.0544,-39.8,107.1,42,39
481,2,14,19,58,22,5867,-18786,67,11,-1.3068,0.4379,-61.5,22.6,0,244
481,8,11,10,2,4,5862,-18780,72,11,1.1949,0.6383,61.9,175,0,304
481,9,9,20,8,13,5861,-18779,110,11,-1.4589,0.1488,-61.1,-179.9,0,80
482,2,4,2,57,2,5857,-18774,77,1,-0.5389,0.9989,-45.2,-178,57,327
482,7,31,17,38,50,5853,-18768,82,1,0.4775,0.9639,44.5,-45.5,61,208
483,1,24,16,22,34,5848,-18762,87,14,0.1763,1.0446,-9.4,-40.8,80,161
483,7,20,19,1,7,5843,-18756,92,1,-0.2782,0.9444,5.3,-84.9,74,16
484,1,14,8,16,49,5838,-18750,97,14,0.8499,1.0366,35,66.5,32,161
484,7,8,20,26,40,5834,-18744,102,11,-1.0229,0.9321,-64.1,-133,0,29
484,12,4,7,57,6,5830,-18739,69,11,-1.2595,0.5187,-67.2,-93.7,0,178
485,5,29,19,34,46,5825,-18733,74,14,0.8814,1.042,83.4,-118,28,151
485,11,23,11,22,19,5820,-18727,79,1,-0.6109,0.9222,-58.6,24.9,52,10
486,5,19,11,58,26,5815,-18721,84,14,0.1193,1.0806,27,22.1,83,173
486,11,12,10,24,14,5811,-18715,89,1,0.0672,0.9221,-14.6,45.6,86,189
487,5,9,4,51,29,5806,-18709,94,14,-0.6283,1.0559,-20.9,136.9,51,349
487,11,1,12,41,8,5801,-18703,99,1,0.7505,0.9568,32.6,21.6,41,195
488,3,29,5,24,28,5797,-18698,66,11,1.3102,0.4298,71.9,21.9,0,77
488,4,27,17,36,44,5796,-18697,104,11,-1.4368,0.1983,-70.3,-17.3,0,318
488,9,21,11,52,21,5793,-18692,71,11,-1.2858,0.4701,-71.8,-65.7,0,90
488,10,20,22,21,32,5792,-18691,109,11,1.3921,0.2761,71,-80.5,0,233
489,3,18,7,26,6,5788,-18686,76,1,0.6038,0.934,35,81.6,53,158
489,9,11,4,13,2,5783,-18680,81,14,-0.5912,1.0564,-30.4,127.8,54,20
490,3,7,7,39,25,5778,-18674,86,1,-0.1274,0.9474,-11.8,94.5,83,342
490,8,31,19,1,26,5774,-18668,91,14,0.1232,1.0235,15.1,-79.5,83,197
491,2,24,13,11,57,5769,-18662,96,1,-0.8429,0.986,-62.3,40.3,32,324
491,8,21,4,1,41,5764,-18656,101,1,0.9036,0.9621,71.1,-170.7,25,230
492,1,15,15,35,24,5760,-18651,68,11,1.1665,0.6957,68.3,-42.1,0,165
492,2,14,1,38,44,5759,-18650,106,11,-1.49,0.0876,-70.7,-46.2,0,228
492,7,10,14,37,35,5755,-18645,73,11,-1.2099,0.6032,-67.6,-21.4,0,6
493,1,4,7,17,22,5751,-18639,78,14,0.5104,1.0326,8.1,96.3,59,179
493,6,29,17,25,33,5746,-18633,83,1,-0.42,0.9819,-1.5,-56.5,65,358
493,12,24,19,30,0,5741,-18627,88,4,-0.1813,0.9831,-34.1,-88.2,79,4
494,6,19,3,17,12,5737,-18621,93,14,0.3672,1.0388,45.2,150.7,68,172
494,12,14,0,37,53,5732,-18615,98,1,-0.9095,0.9239,-82.5,110.7,24,87
495,5,10,12,22,50,5728,-18610,65,11,-1.4013,0.2458,-62.6,68,0,312
495,6,8,18,58,41,5727,-18609,103,11,1.0914,0.8472,64.7,124,0,24
495,11,3,5,7,15,5723,-18604,70,11,1.4546,0.1912,62,-178.4,0,235
496,4,29,4,31,53,5718,-18598,75,14,-0.7019,1.04,-26,153.3,45,334
496,10,22,9,26,26,5714,-18592,80,1,0.707,0.9752,28.5,79.5,45,209
497,4,18,15,24,14,5709,-18586,85,1,0.0554,0.9873,14.3,-29.3,87,154
497,10,11,21,4,41,5704,-18580,90,14,-0.0243,1.0354,-9.2,-116.2,89,27
498,4,7,18,55,52,5700,-18574,95,1,0.8337,0.9389,53.5,-121.2,33,129
498,10,1,12,53,6,5695,-18568,100,14,-0.7082,1.0515,-42,-19.5,45,40
499,2,26,3,34,26,5691,-18563,67,11,-1.3382,0.3834,-61.2,-100.9,0,253
499,3,27,19,5,53,5690,-18562,105,12,1.5545,0.0158,60.9,-177.1,0,83
499,8,22,17,31,58,5686,-18557,72,11,1.2532,0.5314,61.4,52.9,0,295
499,9,21,4,11,45,5685,-18556,110,11,-1.4281,0.2079,-61,49.8,0,89
500,2,15,11,6,27,5681,-18551,77,7,-0.5616,1.0046,-42.2,60.6,56,325
500,8,11,0,35,2,5677,-18545,82,1,0.5458,0.9582,44.7,-146.1,57,213
501,2,4,0,54,51,5672,-18539,87,14,0.1585,1.0487,-7.4,-169.5,81,157
501,7,31,1,37,16,5667,-18533,92,1,-0.2016,0.9427,7.4,176.1,78,20
502,1,24,16,57,17,5662,-18527,97,14,0.8396,1.0378,35.1,-67.5,33,157
502,7,20,3,11,36,5657,-18521,102,1,-0.9434,0.9595,-46.9,132.5,19,24
502,12,15,16,23,51,5653,-18516,69,11,-1.2652,0.5088,-66.2,128.2,0,189
503,6,10,2,51,4,5649,-18510,74,14,0.9535,1.042,83.7,-27.9,17,353
503,12,4,19,27,10,5644,-18504,79,1,-0.6172,0.9204,-61.1,-90.9,52,2
504,5,29,19,26,16,5639,-18498,84,14,0.1927,1.0813,33.3,-90.2,79,177
504,11,22,18,25,8,5634,-18492,89,1,0.0592,0.9222,-17.6,-75,87,186
505,5,19,12,15,5,5630,-18486,94,14,-0.5585,1.0553,-13.7,22.1,56,353
505,11,11,20,57,42,5625,-18480,99,1,0.7399,0.9582,29,-106.2,42,190
506,4,9,12,30,50,5621,-18475,66,11,1.3745,0.3174,71.5,-99.3,0,64
506,5,9,0,40,11,5620,-18474,104,11,-1.3709,0.3179,-69.5,-136.5,0,330
506,10,2,20,13,20,5616,-18469,71,11,-1.3089,0.4266,-71.7,154.2,0,104
506,11,1,6,55,5,5615,-18468,109,11,1.378,0.3019,70.3,137.2,0,219
507,3,29,14,20,55,5611,-18463,76,1,0.6647,0.9356,43.3,-26.8,48,156
507,9,22,12,27,5,5606,-18457,81,14,-0.6247,1.0516,-36.8,0.7,51,23
508,3,17,14,52,12,5602,-18451,86,1,-0.0762,0.9525,-4.7,-16.3,86,342
508,9,11,2,53,5,5597,-18445,91,9,0.0826,1.0173,8.6,160.4,85,198
509,3,6,20,59,5,5592,-18439,96,1,-0.8024,0.9933,-54.6,-83.9,36,329
509,8,31,11,18,53,5587,-18433,101,1,0.8538,0.9579,62.5,65.1,31,217
510,1,26,0,15,40,5583,-18428,68,11,1.1778,0.6746,69.3,175.2,0,153
510,2,24,9,54,50,5583,-18427,106,11,-1.46,0.1419,-71.3,175.6,0,241
510,7,21,21,8,35,5579,-18422,73,11,-1.2882,0.4692,-68.6,-131.3,0,17
511,1,15,16,0,5,5574,-18416,78,14,0.5189,1.0323,10.3,-36.4,59,175
511,7,11,0,13,47,5569,-18410,83,1,-0.4979,0.9831,-7.6,-160.8,60,2
512,1,5,3,59,3,5564,-18404,88,1,-0.1769,0.9815,-33,146.1,80,359
512,6,29,10,30,12,5560,-18398,93,14,0.2901,1.0418,40.4,45,73,178
512,12,24,8,46,57,5555,-18392,98,1,-0.9062,0.9228,-86.7,2.2,25,72
513,5,20,19,52,49,5551,-18387,65,13,-1.4713,0.1095,-63.3,-54.5,0,321
513,6,19,2,25,5,5550,-18386,103,11,1.0176,0.9908,65.6,1.6,0,14
513,11,13,13,8,18,5546,-18381,70,11,1.463,0.177,62.7,51.6,0,225
514,5,10,11,53,33,5541,-18375,75,14,-0.7744,1.0371,-29.6,42,39,337
514,11,2,17,45,19,5537,-18369,80,1,0.7173,0.976,26.7,-48.1,44,205
515,4,29,22,23,38,5532,-18363,85,1,-0.0175,0.9861,14.1,-133.6,89,334
515,10,23,5,36,13,5527,-18357,90,14,-0.0076,1.0351,-12.5,115.2,89,22
516,4,18,1,38,56,5522,-18351,95,1,0.7628,0.9415,53.1,143.2,40,134
516,10,11,21,22,23,5518,-18345,100,14,-0.6864,1.0487,-44.9,-147.7,46,41
517,3,8,11,1,54,5514,-18340,67,11,-1.377,0.3155,-60.9,137.8,0,261
517,4,7,1,59,5,5513,-18339,105,11,1.4893,0.1253,61,70.1,0,75
517,9,2,1,9,31,5509,-18334,72,11,1.3044,0.4388,61.1,-71,0,286
517,10,1,12,22,50,5508,-18333,110,11,-1.4042,0.2535,-61,-82.5,0,98
518,2,25,19,8,25,5504,-18328,77,7,-0.5912,1.0104,-39.6,-59.6,54,323
518,8,22,7,37,14,5499,-18322,82,1,0.6084,0.9524,44.1,111,52,217
519,2,15,9,19,56,5495,-18316,87,14,0.1343,1.053,-5.2,63.6,82,154
519,8,11,8,20,20,5490,-18310,92,1,-0.1304,0.9406,8.4,75.5,83,24
520,2,5,1,29,14,5485,-18304,97,14,0.8227,1.0395,35.2,161.1,34,152
520,7,30,10,4,27,5480,-18298,102,1,-0.8693,0.9626,-38.3,29.5,29,25
520,12,26,0,48,33,5476,-18293,69,11,-1.2721,0.4969,-65.1,-9,0,199
521,6,20,10,8,44,5472,-18287,74,11,1.0248,0.967,65.8,-143,0,348
521,12,15,3,32,14,5467,-18281,79,1,-0.623,0.9193,-62.2,154.8,51,352
522,6,10,2,52,34,5462,-18275,84,14,0.2675,1.0812,38.9,159.1,74,181
522,12,4,2,29,54,5457,-18269,89,1,0.0543,0.9229,-19.7,163.9,87,181
523,5,30,19,33,8,5453,-18263,94,14,-0.4847,1.0541,-6.9,-90.5,61,357
523,11,23,5,20,29,5448,-18257,99,1,0.7339,0.9601,26.3,124.6,43,186
524,4,19,19,28,6,5444,-18252,66,11,1.4451,0.194,70.9,142.2,0,51
524,5,19,7,37,25,5443,-18251,104,11,-1.3006,0.4452,-68.7,106.5,0,341
524,10,13,4,41,57,5439,-18246,71,11,-1.3264,0.3939,-71.3,12.4,0,118
524,11,11,15,34,10,5438,-18245,109,11,1.368,0.3201,69.4,-5.9,0,207
525,4,8,21,8,46,5434,-18240,76,1,0.7309,0.9369,52.4,-134.3,43,153
525,10,2,20,48,13,5430,-18234,81,14,-0.6521,1.0469,-43.1,-127.7,49,24
526,3,28,21,59,31,5425,-18228,86,1,-0.02,0.9578,2.7,-125.8,89,342
526,9,22,10,50,19,5420,-18222,91,7,0.0476,1.0111,2.3,38.9,87,198
527,3,18,4,40,28,5415,-18216,96,7,-0.7564,1.0006,-46.8,154.4,41,333
527,9,11,18,42,58,5411,-18210,101,1,0.8106,0.9532,54.6,-54.3,36,211
528,2,6,8,48,21,5407,-18205,68,11,1.1955,0.6417,70.2,33.8,0,141
528,3,6,18,2,29,5406,-18204,106,11,-1.4232,0.21,-71.7,39.1,0,255
528,8,1,3,47,42,5402,-18199,73,11,-1.3595,0.3476,-69.5,116.3,0,29
528,8,30,20,1,34,5401,-18198,111,12,1.5569,0.0164,71.4,17.5,0,297
529,1,26,0,35,32,5397,-18193,78,14,0.5327,1.0323,13.6,-167.6,58,171
529,7,21,7,9,42,5393,-18187,83,1,-0.5701,0.9838,-14.2,92.2,55,6
530,1,15,12,21,32,5388,-18181,88,1,-0.1682,0.9802,-30.6,21.6,80,354
530,7,10,17,48,9,5383,-18175,93,14,0.2166,1.044,35,-63.4,77,183
531,1,4,16,51,18,5378,-18169,98,1,-0.8996,0.9225,-86.9,-25.1,25,337
531,6,30,9,51,59,5374,-18163,103,14,0.944,1.0666,85.2,-106.3,19,19
531,11,24,21,15,3,5370,-18158,70,11,1.4671,0.1697,63.5,-80.1,0,216
532,5,20,19,8,48,5365,-18152,75,14,-0.851,1.033,-35.4,-68,31,340
532,11,13,2,11,4,5360,-18146,80,1,0.7224,0.9774,25,-177.6,44,201
533,5,10,5,15,53,5356,-18140,85,1,-0.095,0.9844,13,123.8,85,339
533,11,2,14,15,16,5351,-18134,90,14,0.0028,1.035,-15.6,-15,90,233
534,4,29,8,14,13,5346,-18128,95,1,0.6856,0.9438,52.6,50,46,140
534,10,23,5,58,25,5341,-18122,100,14,-0.6704,1.0459,-48.4,82.8,48,40
535,3,19,18,22,57,5338,-18117,67,11,-1.4213,0.2371,-60.9,18.1,0,270
535,4,18,8,45,54,5337,-18116,105,11,1.4182,0.246,61.4,-41.1,0,66
535,9,13,8,53,31,5333,-18111,72,11,1.3493,0.3585,60.9,163.6,0,277
535,10,12,20,41,1,5332,-18110,110,11,-1.3865,0.2873,-61.3,143.5,0,107
536,3,8,3,3,15,5328,-18105,77,14,-0.6276,1.0162,-37.4,-178.3,51,323
536,9,1,14,46,51,5323,-18099,82,1,0.664,0.9466,43,5.4,48,220
537,2,25,17,38,41,5319,-18093,87,14,0.1043,1.0574,-2.9,-61.7,84,152
537,8,21,15,10,51,5314,-18087,92,1,-0.0653,0.9384,8.4,-27,86,27
538,2,15,9,55,14,5309,-18081,97,14,0.8012,1.0412,35.7,31.8,37,148
538,8,10,17,5,14,5305,-18075,102,1,-0.8005,0.9646,-33.5,-76.3,37,28
539,1,6,9,8,45,5301,-18070,69,11,-1.2818,0.4803,-64.1,-144.5,0,209
539,7,1,17,28,39,5296,-18064,74,11,1.0948,0.8345,64.9,96.2,0,338
539,7,31,1,59,2,5295,-18063,112,12,-1.4924,0.0889,-62.6,123.1,0,47
539,12,26,11,34,40,5291,-18058,79,1,-0.6305,0.9188,-62,41.4,51,343
540,6,20,10,19,58,5286,-18052,84,14,0.3414,1.0801,43.7,49.4,70,187
540,12,14,10,34,2,5282,-18046,89,1,0.0482,0.9243,-20.9,43.2,87,176
541,6,10,2,50,29,5277,-18040,94,14,-0.4108,1.0519,-1,157.9,66,1
541,12,3,13,45,53,5272,-18034,99,1,0.7288,0.9625,24.3,-5,43,181
542,5,1,2,16,58,5268,-18029,66,13,1.5211,0.0615,70.2,26.4,0,38
542,5,30,14,29,35,5268,-18028,104,11,-1.2268,0.5781,-67.7,-8.7,0,352
542,10,24,13,17,39,5264,-18023,71,11,-1.3386,0.3711,-70.7,-130.8,0,131
542,11,23,0,17,37,5263,-18022,109,11,1.3612,0.3325,68.4,-149.3,0,195
543,4,20,3,47,29,5259,-18017,76,1,0.8044,0.9378,62.4,118.1,36,148
543,10,14,5,17,10,5254,-18011,81,14,-0.6726,1.0424,-48.9,102.6,47,25
544,4,8,4,57,45,5250,-18005,86,1,0.0445,0.9629,10.4,126.9,87,164
544,10,2,18,56,4,5245,-17999,91,7,0.0206,1.005,-3.5,-84.5,89,198
545,3,28,12,14,40,5240,-17993,96,7,-0.7036,1.0079,-38.7,35.1,45,337
545,9,22,2,14,0,5235,-17987,101,1,0.7737,0.9485,47.4,-173,39,207
546,2,16,17,15,8,5232,-17982,68,11,1.2181,0.5989,70.9,-106.7,0,128
546,3,18,2,3,46,5231,-17981,106,11,-1.3808,0.2891,-71.9,-96,0,269
546,8,12,10,33,29,5227,-17976,73,11,-1.4253,0.2357,-70.4,1.6,0,41
546,9,11,3,8,22,5226,-17975,111,11,1.5085,0.0994,71.8,-103.8,0,283
547,2,6,9,4,44,5222,-17970,78,14,0.5516,1.0325,17.7,62.5,56,167
547,8,1,14,11,29,5217,-17964,83,1,-0.6384,0.984,-21.3,-17,50,10
548,1,26,20,38,16,5213,-17958,88,1,-0.1553,0.9794,-27.2,-102.2,81,350
548,7,21,1,11,32,5208,-17952,93,14,0.1468,1.0455,29,-174.2,81,187
549,1,15,0,50,28,5203,-17946,98,1,-0.8891,0.9228,-82.1,-127.7,27,318
549,7,10,17,23,12,5199,-17940,103,14,0.8739,1.0688,83.1,-38.7,29,201
549,12,5,5,24,33,5195,-17935,70,11,1.4693,0.1655,64.5,147.2,0,206
550,1,4,0,4,7,5194,-17934,108,12,-1.5674,0.0067,-67.3,19.5,0,183
550,6,1,2,21,4,5190,-17929,75,14,-0.9293,1.0276,-44.5,-177.2,21,342
550,11,24,10,41,0,5185,-17923,80,1,0.7249,0.9793,23.7,51.8,43,197
551,5,21,12,3,2,5181,-17917,85,1,-0.1757,0.9822,10.9,22.4,80,343
551,11,13,22,58,50,5176,-17911,90,14,0.0101,1.0354,-18.4,-146.1,90,205
552,5,9,14,43,48,5171,-17905,95,1,0.6037,0.9455,51.6,-41.6,53,146
552,11,2,14,40,25,5167,-17899,100,14,-0.6597,1.0433,-52.2,-47.4,48,38
553,3,30,1,36,53,5163,-17894,67,11,-1.4721,0.1465,-61,-99.8,0,279
553,4,28,15,28,6,5162,-17893,105,11,1.3421,0.3764,61.8,-151.2,0,57
553,9,23,16,44,18,5158,-17888,72,11,1.388,0.2903,60.8,36.5,0,268
553,10,23,5,4,28,5157,-17887,110,11,-1.3737,0.3117,-61.6,8.1,0,117
554,3,19,10,50,48,5153,-17882,77,14,-0.6708,1.0217,-35.9,64.5,48,323
554,9,12,22,4,9,5149,-17876,82,1,0.7127,0.9409,41.8,-103.1,44,220
555,3,9,1,47,58,5144,-17870,87,14,0.0662,1.0618,-0.7,175.4,86,151
555,9,1,22,10,46,5139,-17864,92,1,-0.0076,0.936,7.4,-131.9,90,32
556,2,26,18,11,26,5135,-17858,97,14,0.7721,1.0433,36.2,-94.4,39,145
556,8,21,0,15,45,5130,-17852,102,1,-0.7387,0.9659,-31,175.3,42,30
557,1,16,17,22,42,5126,-17847,69,11,-1.2959,0.4558,-63.2,81.8,0,219
557,2,15,7,19,28,5125,-17846,107,12,1.532,0.03,61.6,28.6,0,116
557,7,12,0,53,11,5121,-17841,74,11,1.1616,0.7075,64,-25.4,0,329
557,8,10,9,28,40,5121,-17840,112,11,-1.4288,0.2066,-62,0.9,0,56
558,1,5,19,34,45,5117,-17835,79,1,-0.6398,0.9189,-60.5,-72.3,50,334
558,7,1,17,47,13,5112,-17829,84,14,0.4153,1.0783,47.5,-59,65,194
558,12,25,18,39,21,5107,-17823,89,1,0.0427,0.9263,-21.2,-77.7,88,171
559,6,21,10,5,31,5103,-17817,94,14,-0.3354,1.049,4.1,47.6,70,5
559,12,14,22,13,23,5098,-17811,99,1,0.725,0.9655,23,-135.1,43,176
560,6,9,21,18,56,5093,-17805,104,11,-1.1512,0.7134,-66.7,-122.7,0,3
560,11,3,21,59,47,5089,-17800,71,11,-1.3461,0.357,-69.9,85,0,144
560,12,3,9,4,10,5089,-17799,109,11,1.3564,0.3411,67.3,67,0,183
